index	Journal	Article Title	Year	Affiliation	Country
6634	International journal of systematic and evolutionary microbiology	Spirochaeta dissipatitropha sp. nov., an alkaliphilic, obligately anaerobic bacterium, and emended description of the genus Spirochaeta Ehrenberg 1835.	2009	NASA/NSSTC, Astrobiology Laboratory, 320 Sparkman Drive, Huntsville, AL 35805, USA. Elena.Pikuta@uah.edu	united states of america
6635	International journal of systematic and evolutionary microbiology	Enterobacter oryzae sp. nov., a nitrogen-fixing bacterium isolated from the wild rice species Oryza latifolia.	2009	College of Resources and Environment, South China Agricultural University, Guangzhou 510642, PR China.	china
6636	International journal of systematic and evolutionary microbiology	Serratia nematodiphila sp. nov., associated symbiotically with the entomopathogenic nematode Heterorhabditidoides chongmingensis (Rhabditida: Rhabditidae).	2009	College of Life Sciences, Nanjing Agricultural University, Nanjing, Jiangsu 210095, PR China.	china
6637	International journal of systematic and evolutionary microbiology	Comparative studies on [Pasteurella] testudinis and [P.] testudinis-like bacteria and proposal of Chelonobacter oris gen. nov., sp. nov. as a new member of the family Pasteurellaceae.	2009	Department of Veterinary Pathobiology, Faculty of Life Sciences, University of Copenhagen, DK, 1870 Frederiksberg C, Denmark. cava@dsr.life.ku.dk	denmark
6638	Systematic and applied microbiology	Meiothermus rufus sp. nov., a new slightly thermophilic red-pigmented species and emended description of the genus Meiothermus.	2009	Department of Zoology and Center for Neuroscience and Cell Biology, University of Coimbra, 3004-517 Coimbra, Portugal.	portugal
6639	Anaerobe	Dysgonomonas hofstadii sp. nov., isolated from a human clinical source.	2010	Department of Botany and Microbiology, University of Oklahoma, 770 Van Vleet Oval, Norman, OK 73019, USA. paul.lawson@ou.edu	united states of america
6640	Systematic and applied microbiology	Aeromonas piscicola sp. nov., isolated from diseased fish.	2009	Departamento de Microbiología y Parasitología, Facultad de Biología, Universidad de Santiago de Compostela, Santiago de Compostela, Spain.	spain
6641	International journal of systematic and evolutionary microbiology	Rhizobium mesosinicum sp. nov., isolated from root nodules of three different legumes.	2009	State Key Laboratory of Agrobiotechnology, College of Biological Sciences, China Agricultural University, Beijing 100193, PR China.	china
6642	International journal of systematic and evolutionary microbiology	Bradyrhizobium pachyrhizi sp. nov. and Bradyrhizobium jicamae sp. nov., isolated from effective nodules of Pachyrhizus erosus.	2009	Departamento de Microbiología y Genética, Universidad de Salamanca, Spain.	spain
6643	International journal of systematic and evolutionary microbiology	Transfer of Actinomadura spadix Nonomura and Ohara 1971 to Actinoallomurus spadix gen. nov., comb. nov., and description of Actinoallomurus amamiensis sp. nov., Actinoallomurus caesius sp. nov., Actinoallomurus coprocola sp. nov., Actinoallomurus fulvus sp. nov., Actinoallomurus iriomotensis sp. nov., Actinoallomurus luridus sp. nov., Actinoallomurus purpureus sp. nov. and Actinoallomurus yoronensis sp. nov.	2009	NITE Biological Resource Center (NBRC), National Institute of Technology and Evaluation, 2-5-8 Kazusakamatari, Kisarazu, Chiba 292-0818, Japan. tamura-tomohiko@nite.go.jp	japan
6644	International journal of systematic and evolutionary microbiology	Microbacterium invictum sp. nov., isolated from homemade compost.	2009	Escola Superior de Biotecnologia, Universidade Católica Portuguesa, 4200-072 Porto, Portugal.	portugal
6645	International journal of systematic and evolutionary microbiology	Muricauda olearia sp. nov., isolated from crude-oil-contaminated seawater, and emended description of the genus Muricauda.	2009	School of Earth and Environmental Sciences and Research Institute of Oceanography, Seoul National University, San 56-1, Shillim-dong, Kwanak-gu, Seoul 151-742, Republic of Korea.	south korea
6646	International journal of systematic and evolutionary microbiology	Deinococcus aerius sp. nov., isolated from the high atmosphere.	2009	Department of Molecular Biology, Tokyo University of Pharmacy and Life Science, Hachioji, Tokyo 192-0392, Japan.	japan
6647	International journal of systematic and evolutionary microbiology	Paraprevotella clara gen. nov., sp. nov. and Paraprevotella xylaniphila sp. nov., members of the family 'Prevotellaceae' isolated from human faeces.	2009	Yakult Central Institute for Microbiological Research, 1796 Yaho, Kunitachi, Tokyo 186-8650, Japan. masami-morotomi@yakult.co.jp	japan
6648	International journal of systematic and evolutionary microbiology	Bacteroides graminisolvens sp. nov., a xylanolytic anaerobe isolated from a methanogenic reactor treating cattle waste.	2009	Faculty of Agriculture, Yamagata University, 1-23 Wakaba-machi, Tsuruoka 997-8555, Japan.	japan
6649	International journal of systematic and evolutionary microbiology	Ideonella azotifigens sp. nov., an aerobic diazotroph of the Betaproteobacteria isolated from grass rhizosphere soil, and emended description of the genus Ideonella.	2009	Department of Crop and Soil Sciences, Cornell University, Ithaca, NY 14853, USA.	united states of america
6650	International journal of systematic and evolutionary microbiology	Georgenia thermotolerans sp. nov., an actinobacterium isolated from forest soil.	2009	NITE Biological Resource Center (NBRC), National Institute of Technology and Evaluation, 2-5-8 Kazusakamatari, Kisarazu, Chiba 292-0818, Japan. hamada-moriyuki@nite.go.jp	japan
6651	International journal of systematic and evolutionary microbiology	Dokdonella ginsengisoli sp. nov., isolated from soil from a ginseng field, and emended description of the genus Dokdonella.	2009	Department of Biology and Medicinal Science, Pai Chai University, 14 Yeonja-1-Gil, Seo-Gu, Daejeon 302-735, Republic of Korea.	south korea
6652	International journal of systematic and evolutionary microbiology	Shewanella marina sp. nov., isolated from seawater.	2009	Department of Biology, Sunchon National University, Suncheon 540-742, Republic of Korea.	south korea
6653	International journal of systematic and evolutionary microbiology	Brevibacterium massiliense sp. nov., isolated from a human ankle discharge.	2009	Laboratoire de Bactériologie-Virologie, Hôpital de la Timone, CNRS UMR 6236, IFR48, 264 rue Saint-Pierre, 13385 Marseille, Cedex 05, France. vroux91@hotmail.com	france
6654	International journal of systematic and evolutionary microbiology	Aliagarivorans marinus gen. nov., sp. nov. and Aliagarivorans taiwanensis sp. nov., facultatively anaerobic marine bacteria capable of agar degradation.	2009	Center for General Education, Leader University, No. 188, Sec. 5, An-Chung Rd, Tainan, Taiwan, ROC.	taiwan
6655	International journal of systematic and evolutionary microbiology	Gordonia kroppenstedtii sp. nov., a phenol-degrading actinomycete isolated from a polluted stream.	2009	Korean Collection for Type Cultures, Biological Resource Center, Korea Research Institute of Bioscience and Biotechnology, 52 Eoeun-dong, Yuseong-gu, Daejeon 305-806, Republic of Korea.	south korea
6656	International journal of systematic and evolutionary microbiology	Solitalea koreensis gen. nov., sp. nov. and the reclassification of [Flexibacter] canadensis as Solitalea canadensis comb. nov.	2009	Mushroom Research Division, National Institute of Horticultural & Medicinal Crop, Rural Development Administration (RDA), Suwon 441-707, Republic of Korea.	south korea
6657	International journal of systematic and evolutionary microbiology	Roseibaca ekhonensis gen. nov., sp. nov., an alkalitolerant and aerobic bacteriochlorophyll a-producing alphaproteobacterium from hypersaline Ekho Lake.	2009	Institut für Allgemeine Mikrobiologie, Christian-Albrechts-Universität, Kiel, Germany. matthias.labrenz@io-warnemuende.de	germany
6658	International journal of systematic and evolutionary microbiology	Zhihengliuella alba sp. nov., and emended description of the genus Zhihengliuella.	2009	The Key Laboratory for Microbial Resources of the Ministry of Education, Yunnan Institute of Microbiology, Yunnan University, Kunming 650091, PR China.	china
6659	International journal of systematic and evolutionary microbiology	Microvirga guangxiensis sp. nov., a novel alphaproteobacterium from soil, and emended description of the genus Microvirga.	2009	School of Life Science and Technology, Beijing Institute of Technology, Beijing 100081, PR China. zhangjianli@bit.edu.cn	china
6660	International journal of systematic and evolutionary microbiology	Streptomyces hypolithicus sp. nov., isolated from an Antarctic hypolith community.	2009	Department of Chemical Engineering, University of Cape Town, Private Bag X3, Rondebosch, 7701 Cape Town, South Africa.	south africa
6661	International journal of systematic and evolutionary microbiology	Corynebacterium timonense sp. nov. and Corynebacterium massiliense sp. nov., isolated from human blood and human articular hip fluid.	2009	Laboratoire de Bactériologie - Virologie, Hôpital de la Timone, URMITE CNRS-IRD UMR6236, 264 rue Saint-Pierre, 13385 Marseille, Cedex 05, France.	france
6662	International journal of systematic and evolutionary microbiology	Bifidobacterium bombi sp. nov., from the bumblebee digestive tract.	2009	Czech University of Life Sciences, Department of Microbiology, Nutrition and Dietetics, Kamýcká 129, Prague 6-Suchdol, 165 21, Czech Republic.	czech republic
6663	International journal of systematic and evolutionary microbiology	Bacillus canaveralius sp. nov., an alkali-tolerant bacterium isolated from a spacecraft assembly facility.	2009	Biotechnology and Planetary Protection Group, Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA 91109, USA.	united states of america
6664	International journal of systematic and evolutionary microbiology	Dokdonella soli sp. nov., a gammaproteobacterium isolated from soil.	2009	Korean Agricultural Culture Collection (KACC), National Agrobiodiversity Center, Rural Development Administration (RDA), Suwon 441-707, Republic of Korea.	south korea
6665	International journal of systematic and evolutionary microbiology	Paracoccus saliphilus sp. nov., a halophilic bacterium isolated from a saline soil.	2009	Xinjiang Institute of Microbiology, Xinjiang Academy of Agricultural Science, Urumqi, Xinjiang 830091, PR China.	china
6666	International journal of systematic and evolutionary microbiology	Lactobacillus oeni sp. nov., from wine.	2009	ENOLAB-Laboratorio de Microbiología Enológica, Departamento de Microbiología y Ecología, Facultad de Ciencias Biológicas, Universidad de Valencia, Dr Moliner 50, E-46100 Burjasot, Valencia, Spain.	spain
6667	International journal of systematic and evolutionary microbiology	Roseomonas frigidaquae sp. nov., isolated from a water-cooling system.	2009	Department of Biology, College of Life Science and Natural Resources, Sunchon National University, Suncheon 540-742, Republic of Korea.	south korea
6668	International journal of systematic and evolutionary microbiology	Vibrio breoganii sp. nov., a non-motile, alginolytic, marine bacterium within the Vibrio halioticoli clade.	2009	Departamento de Microbiología y Parasitología, Centro de Investigaciones Biológicas (CIBUS)-Facultad de Biología, Universidad de Santiago de Compostela, 15782, Santiago de Compostela, Spain.	spain
6669	International journal of systematic and evolutionary microbiology	Sediminibacillus albus sp. nov., a moderately halophilic, Gram-positive bacterium isolated from a hypersaline lake, and emended description of the genus Sediminibacillus Carrasco et al. 2008.	2009	State Key Laboratory of Microbial Resources, Institute of Microbiology, Chinese Academy of Sciences, 100101 Beijing, PR China.	china
6670	International journal of systematic and evolutionary microbiology	Rhodovulum lacipunicei sp. nov., an obligate sulfide-demanding phototrophic alphaproteobacterium isolated from a purple pond in India.	2009	Department of Plant Sciences, School of Life Sciences, University of Hyderabad, PO Central University, Hyderabad 500 046, India.	india
6671	International journal of systematic and evolutionary microbiology	Sphaerisporangium flaviroseum sp. nov. and Sphaerisporangium album sp. nov., isolated from forest soil in China.	2009	Yunnan Institute of Microbiology, The National Engineering Center for Research of Microbial Pharmaceuticals, Yunnan University, Kunming, Yunnan 650091, PR China.	china
6672	International journal of systematic and evolutionary microbiology	Microbacterium insulae sp. nov., isolated from soil.	2009	Korea Research Institute of Bioscience and Biotechnology (KRIBB), PO Box 115, Yusong, Taejon, Republic of Korea. jhyoon@kribb.re.kr	south korea
6673	International journal of systematic and evolutionary microbiology	Promicromonospora flava sp. nov., isolated from sediment of the Baltic Sea.	2009	Leibniz-Institut für Meereswissenschaften, IFM-GEOMAR, Düsternbrooker Weg 20, D-24105 Kiel, Germany.	germany
6674	International journal of systematic and evolutionary microbiology	Adhaeribacter terreus sp. nov., isolated from forest soil.	2009	State Key Laboratory of Microbial Resource, Institute of Microbiology, Chinese Academy of Sciences, Beijing 100101, PR China.	china
6675	International journal of systematic and evolutionary microbiology	Vibrio azureus sp. nov., a luminous marine bacterium isolated from seawater.	2009	Ocean Research Institute, The University of Tokyo, 1-15-1, Minamidai, Nakano-Ku, Tokyo 164-8639, Japan. y_susumu@nenv.k.u-tokyo.ac.jp	japan
6676	International journal of systematic and evolutionary microbiology	Algoriphagus aquatilis sp. nov., isolated from a freshwater lake.	2009	State Key Laboratory of Microbial Resources, Institute of Microbiology, Chinese Academy of Sciences, Beijing 100101, PR China.	china
6677	International journal of systematic and evolutionary microbiology	Jeotgalicoccus marinus sp. nov., a marine bacterium isolated from a sea urchin.	2009	Key Laboratory for Conservation and Utilization of Plant Resources of Hunan Province, College of Biology and Environmental Sciences, Jishou University, Jishou, Hunan 416000, PR China. mchenjsu@yahoo.com.cn	china
6678	International journal of systematic and evolutionary microbiology	Porphyromonas bennonis sp. nov., isolated from human clinical specimens.	2009	Research Service, Anaerobe Laboratory, Building 304, Room E3-237, Veterans Affairs (VA) West Los Angeles Healthcare Center, 11301 Wilshire Boulevard, Los Angeles, CA 90073, USA. carlsonph@aol.com	united states of america
6679	International journal of systematic and evolutionary microbiology	Dyella soli sp. nov. and Dyella terrae sp. nov., isolated from soil.	2009	Applied Microbiology Division, National Institute of Agricultural Science and Technology, Rural Development Administration (RDA), Suwon 441-707, Republic of Korea.	south korea
6680	International journal of systematic and evolutionary microbiology	Parasutterella excrementihominis gen. nov., sp. nov., a member of the family Alcaligenaceae isolated from human faeces.	2009	Yakult Central Institute for Microbiological Research, 1796 Yaho, Kunitachi, 186-8650 Tokyo, Japan. fumiko-nagai@yakult.co.jp	japan
6681	International journal of systematic and evolutionary microbiology	Clostridium clariflavum sp. nov. and Clostridium caenicola sp. nov., moderately thermophilic, cellulose-/cellobiose-digesting bacteria isolated from methanogenic sludge.	2009	Life Science Research Center, College of Bioresource Sciences, Nihon University, 1866 Kameino, Fujisawa 252-8510, Japan. siratori@brs.nihon-u.ac.jp	japan
6682	International journal of systematic and evolutionary microbiology	Streptosporangium canum sp. nov., isolated from soil.	2009	College of Life Sciences, Hebei University, Baoding 071002, PR China. zhlping@hbu.edu.cn	china
6683	International journal of systematic and evolutionary microbiology	Tenacibaculum crassostreae sp. nov., isolated from the Pacific oyster, Crassostrea gigas.	2009	Department of Biology, Sunchon National University, Suncheon 540-742, Republic of Korea.	south korea
6684	International journal of systematic and evolutionary microbiology	Gracilibacillus saliphilus sp. nov., a moderately halophilic bacterium isolated from a salt lake.	2009	The Key Laboratory for Microbial Resources of the Ministry of Education, PR China.	china
6685	International journal of systematic and evolutionary microbiology	Massilia niabensis sp. nov. and Massilia niastensis sp. nov., isolated from air samples.	2009	Applied Microbiology Division, National Institute of Agricultural Science and Technology, Rural Development Administration (RDA), Suwon 441-707, Republic of Korea.	south korea
6686	International journal of systematic and evolutionary microbiology	Butyricimonas synergistica gen. nov., sp. nov. and Butyricimonas virosa sp. nov., butyric acid-producing bacteria in the family 'Porphyromonadaceae' isolated from rat faeces.	2009	Microbe Division/Japan Collection of Microorganisms, RIKEN BioResource Center, Wako, Saitama 351-0198, Japan. sakamoto@jcm.riken.jp	japan
6687	International journal of systematic and evolutionary microbiology	Clostridium sulfidigenes sp. nov., a mesophilic, proteolytic, thiosulfate- and sulfur-reducing bacterium isolated from pond sediment.	2009	Institut für Molekulare Mikrobiologie und Biotechnologie, Westfälische Wilhelms-Universität Münster, D-48149 Münster, Germany.	germany
6688	International journal of systematic and evolutionary microbiology	Paenibacillus tundrae sp. nov. and Paenibacillus xylanexedens sp. nov., psychrotolerant, xylan-degrading bacteria from Alaskan tundra.	2009	Institute for Genomic Biology, University of Illinois at Urbana-Champaign, Urbana, IL 61801, USA. dmnelson@life.illinois.edu	united states of america
6689	International journal of systematic and evolutionary microbiology	Flavobacterium chungangense sp. nov., isolated from a freshwater lake.	2009	Department of Biotechnology and BET institute, Chung-Ang University, Anseong 456-756, Republic of Korea.	south korea
6690	International journal of systematic and evolutionary microbiology	Marinobacter lacisalsi sp. nov., a moderately halophilic bacterium isolated from the saline-wetland wildfowl reserve Fuente de Piedra in southern Spain.	2009	Department of Microbiology, Faculty of Pharmacy, University of Granada, Campus Universitario de Cartuja s/n, 18071 Granada, Spain.	spain
6691	International journal of systematic and evolutionary microbiology	Planobacterium taklimakanense gen. nov., sp. nov., a member of the family Flavobacteriaceae that exhibits swimming motility, isolated from desert soil.	2009	College of Life Sciences, Wuhan University, Wuhan 430072, PR China.	china
6692	International journal of systematic and evolutionary microbiology	Oceanibaculum indicum gen. nov., sp. nov., isolated from deep seawater of the Indian Ocean.	2009	Key Laboratory of Marine Biogenetic Resources, Third Institute of Oceanography, State Oceanic Administration, Xiamen 361005, PR China.	china
6693	International journal of systematic and evolutionary microbiology	Pontibacillus halophilus sp. nov., a moderately halophilic bacterium isolated from a sea urchin.	2009	Key Laboratory for Conservation and Utilization of Plant Resources of Hunan Province, College of Biology and Environmental Sciences, Jishou University, Jishou, Hunan 416000, PR China. mchenjsu@yahoo.com.cn	china
6694	International journal of systematic and evolutionary microbiology	Microbulbifer variabilis sp. nov. and Microbulbifer epialgicus sp. nov., isolated from Pacific marine algae, possess a rod-coccus cell cycle in association with the growth phase.	2009	Marine Biotechnology Institute, Heita, Kamaishi 026-0001, Japan. mnishiji@tecsrg.co.jp	japan
6695	International journal of systematic and evolutionary microbiology	Bacillus korlensis sp. nov., a moderately halotolerant bacterium isolated from a sand soil sample in China.	2009	College of Life Sciences, Wuhan University, Wuhan 430072, PR China.	china
6696	International journal of systematic and evolutionary microbiology	Isolation of bacteria from the ileal mucosa of TNFdeltaARE mice and description of Enterorhabdus mucosicola gen. nov., sp. nov.	2009	Biofunctionality, ZIEL - Research Center for Nutrition and Food Science, Technische Universität München (TUM), 85350 Freising Weihenstephan, Germany. thomas.clavel@wzw.tum.de	germany
6697	International journal of systematic and evolutionary microbiology	Pedobacter nyackensis sp. nov., Pedobacter alluvionis sp. nov. and Pedobacter borealis sp. nov., isolated from Montana flood-plain sediment and forest soil.	2009	Microbial Ecology Program, Division of Biological Sciences, The University of Montana, Missoula, MT 59812-1006, USA. nathan.gordon@umontana.edu	united states of america
6698	International journal of systematic and evolutionary microbiology	Campylobacter cuniculorum sp. nov., from rabbits.	2009	Department of Veterinary Public Health and Animal Pathology, Alma Mater Studiorum, University of Bologna, Via Tolara di Sopra 50, 40064 Ozzano Emilia, Bologna, Italy.	italy
6699	Systematic and applied microbiology	Kytococcus aerolatus sp. nov., isolated from indoor air in a room colonized with moulds.	2009	Institut für Angewandte Mikrobiologie, Justus-Liebig-Universität Giessen, Heinrich-Buff-Ring 26-32, D-35392 Giessen, Germany. peter.kaempfer@umwelt.uni-giessen.de	germany
6700	International journal of systematic and evolutionary microbiology	Sediminimonas qiaohouensis gen. nov., sp. nov., a member of the Roseobacter clade in the order Rhodobacterales.	2009	Yunnan Institute of Microbiology, Yunnan University, Kunming, Yunnan 650091, PR China.	china
6701	International journal of systematic and evolutionary microbiology	Bowmanella pacifica sp. nov., isolated from a pyrene-degrading consortium.	2009	Key Laboratory of Marine Biogenetic Resources, Third Institute of Oceanography, State Oceanic Administration, Xiamen 361005, PR China.	china
6702	International journal of systematic and evolutionary microbiology	Marivita cryptomonadis gen. nov., sp. nov. and Marivita litorea sp. nov., of the family Rhodobacteraceae, isolated from marine habitats.	2009	School of Earth and Environmental Sciences and Research Institute of Oceanography, Seoul National University, San 56-1, Shillim-dong, Kwanak-gu, Seoul 151-742, Republic of Korea.	south korea
6703	International journal of systematic and evolutionary microbiology	Thauera butanivorans sp. nov., a C2-C9 alkane-oxidizing bacterium previously referred to as 'Pseudomonas butanovora'.	2009	Department of Botany and Plant Pathology, 2082 Cordley Hall, Oregon State University, Corvallis, OR 97331-2902, USA.	united states of america
6704	International journal of systematic and evolutionary microbiology	Tessaracoccus lubricantis sp. nov., isolated from a metalworking fluid.	2009	Institut für Angewandte Mikrobiologie, Justus-Liebig-Universität Giessen, D-35392 Giessen, Germany. peter.kaempfer@umwelt.uni-giessen.de	germany
6705	International journal of systematic and evolutionary microbiology	Tsukamurella carboxydivorans sp. nov., a carbon monoxide-oxidizing actinomycete.	2009	Molecular Microbiology Laboratory, Department of Biology, Yonsei University, Seoul 120-749, Republic of Korea.	south korea
6706	International journal of systematic and evolutionary microbiology	Bifidobacterium mongoliense sp. nov., from airag, a traditional fermented mare's milk product from Mongolia.	2009	Yakult Central Institute for Microbiological Research, 1796 Yaho, Kunitachi, Tokyo 186-8650, Japan. koichi-watanabe@yakult.co.jp	japan
6707	International journal of systematic and evolutionary microbiology	Skermanella xinjiangensis sp. nov., isolated from the desert of Xinjiang, China.	2009	College of Life Sciences, Wuhan University, Wuhan 430072, PR China.	china
6708	International journal of systematic and evolutionary microbiology	Phaselicystis flava gen. nov., sp. nov., an arachidonic acid-containing soil myxobacterium, and the description of Phaselicystidaceae fam. nov.	2009	UdS - Department of Pharmaceutical Biotechnology, Saarland University, D-66041 Saarbrücken, Germany.	germany
6709	International journal of systematic and evolutionary microbiology	Mycobacterium insubricum sp. nov.	2009	Mycobacteriology Reference Center, Microbiology Laboratory, Careggi Hospital, Florence, Italy. e.tortoli@libero.it	italy
6710	International journal of systematic and evolutionary microbiology	Deinococcus gobiensis sp. nov., an extremely radiation-resistant bacterium.	2009	Biotechnology Research Institute, Chinese Academy of Agricultural Sciences, Beijing 100081, PR China.	china
6711	International journal of systematic and evolutionary microbiology	Deferribacter autotrophicus sp. nov., an iron(III)-reducing bacterium from a deep-sea hydrothermal vent.	2009	Winogradsky Institute of Microbiology, Russian Academy of Sciences, Prospect 60-letiya Oktyabrya 7/2, 117312 Moscow, Russia. gslobodkina@mail.ru	russia
6712	International journal of systematic and evolutionary microbiology	Saccharothrix violaceirubra sp. nov., isolated from soil and plant litter.	2009	NITE Biological Resource Center (NBRC), Department of Biotechnology, National Institute of Technology and Evaluation (NITE), 2-5-8 Kazusakamatari, Kisarazu, Chiba 292-0818, Japan. otoguro-misa@nite.go.jp	japan
6713	International journal of systematic and evolutionary microbiology	Salinisphaera hydrothermalis sp. nov., a mesophilic, halotolerant, facultatively autotrophic, thiosulfate-oxidizing gammaproteobacterium from deep-sea hydrothermal vents, and emended description of the genus Salinisphaera.	2009	Department of Biochemistry, Rutgers University, New Brunswick, NJ 08901, USA.	united states of america
6714	International journal of systematic and evolutionary microbiology	Streptomyces sedi sp. nov., isolated from surface-sterilized roots of Sedum sp.	2009	The Key Laboratory for Microbial Resources of the Ministry of Education, PR China.	china
6715	International journal of systematic and evolutionary microbiology	Pseudonocardia acaciae sp. nov., isolated from roots of Acacia auriculiformis A. Cunn. ex Benth.	2009	Department of Microbiology, Faculty of Science, Kasetsart University, Chatuchak, Bangkok 10900, Thailand. fscikkd@ku.ac.th	thailand
6716	International journal of systematic and evolutionary microbiology	Psychrobacter fulvigenes sp. nov., isolated from a marine crustacean from the Sea of Japan.	2009	Pacific Institute of Bioorganic Chemistry, Far-Eastern Branch, Russian Academy of Sciences, Prospect 100 Let Vladivostoku 159, 690022 Vladivostok, Russia. lro@piboc.dvo.ru	russia
6717	International journal of systematic and evolutionary microbiology	Alcanivorax hongdengensis sp. nov., an alkane-degrading bacterium isolated from surface seawater of the straits of Malacca and Singapore, producing a lipopeptide as its biosurfactant.	2009	Key Laboratory of Marine Biogenetic Resources, Third Institute of Oceanography, State Oceanic Administration, Xiamen 361005, PR China.	china
6718	International journal of systematic and evolutionary microbiology	Arcanobacterium abortisuis sp. nov., isolated from a placenta of a sow following an abortion.	2009	2-7-33, Higashi-tokura, Kokubunnji, Tokyo 185-0002, Japan.	japan
6719	International journal of systematic and evolutionary microbiology	Winogradskyella echinorum sp. nov., a marine bacterium of the family Flavobacteriaceae isolated from the sea urchin Strongylocentrotus intermedius.	2009	Pacific Institute of Bioorganic Chemistry of the Far-Eastern Branch of the Russian Academy of Sciences, Pr. 100 Let Vladivostoku 159, 690022 Vladivostok, Russia. olganedashkovska@piboc.dvo.ru	russia
6720	International journal of systematic and evolutionary microbiology	Bacillus solisalsi sp. nov., a halotolerant, alkaliphilic bacterium isolated from soil around a salt lake.	2009	Biotoxin Units of Key Laboratory of Animal Models and Human Disease Mechanisms, Kunming Institute of Zoology, Chinese Academy of Sciences, Kunming 650223, Yunnan, PR China.	china
6721	International journal of systematic and evolutionary microbiology	Maribacter antarcticus sp. nov., a psychrophilic bacterium isolated from a culture of the Antarctic green alga Pyramimonas gelidicola.	2009	School of Earth and Environmental Sciences and Research Institute of Oceanography, Seoul National University, San 56-1, Shillim-dong, Kwanak-gu, Seoul 151-742, Republic of Korea.	south korea
6722	International journal of systematic and evolutionary microbiology	Mucilaginibacter oryzae sp. nov., isolated from soil of a rice paddy.	2009	Environmental Biotechnology National Core Research Center, Gyeongsang National University, Jinju 660-701, Republic of Korea.	south korea
6723	International journal of systematic and evolutionary microbiology	Mucilaginibacter ximonensis sp. nov., isolated from Tibetan soil.	2009	College of Life Sciences, Wuhan University, Wuhan 430072, PR China.	china
6724	International journal of systematic and evolutionary microbiology	Winogradskyella arenosi sp. nov., a member of the family Flavobacteriaceae isolated from marine sediments from the Sea of Japan.	2009	Pacific Institute of Bioorganic Chemistry, Far-Eastern Branch, Russian Academy of Sciences, Prospect 100 Let Vladivostoku 159, 690022 Vladivostok, Russia. lro@piboc.dvo.ru	russia
6725	International journal of systematic and evolutionary microbiology	Photobacterium aquimaris sp. nov., a luminous marine bacterium isolated from seawater.	2009	Ocean Research Institute, The University of Tokyo, 1-15-1, Minamidai, Nakano-Ku, Tokyo 164-8639, Japan. y_susumu@nenv.k.u-tokyo.ac.jp	japan
6726	International journal of systematic and evolutionary microbiology	Streptomyces axinellae sp. nov., isolated from the Mediterranean sponge Axinella polypoides (Porifera).	2009	Research Center for Infectious Diseases, University of Würzburg, Röntgenring 11, D-97070 Würzburg, Germany.	germany
6727	International journal of systematic and evolutionary microbiology	Lysinibacillus parviboronicapiens sp. nov., a low-boron-containing bacterium isolated from soil.	2009	Biotechnology Research Center, The University of Tokyo, Yayoi 1-1-1, Bunkyo-Ku, Tokyo 113-8657, Japan. umiwa@mail.ecc.u-tokyo.ac.jp	japan
6728	International journal of systematic and evolutionary microbiology	Clostridium tagluense sp. nov., a psychrotolerant, anaerobic, spore-forming bacterium from permafrost.	2009	Skryabin Institute of Biochemistry and Physiology of Microorganisms, Russian Academy of Sciences, Pushchino 142290, Moscow Region, Russian Federation. suetin@ibpm.pushchino.ru	russia
6729	International journal of systematic and evolutionary microbiology	Pseudomonas cuatrocienegasensis sp. nov., isolated from an evaporating lagoon in the Cuatro Cienegas valley in Coahuila, Mexico.	2009	Departamento de Ecología Evolutiva, Instituto de Ecología, Universidad Nacional Autónoma de México, Apartado Postal 70-275, México DF 04510, Mexico.	mexico
6730	International journal of systematic and evolutionary microbiology	Gordonibacter pamelaeae gen. nov., sp. nov., a new member of the Coriobacteriaceae isolated from a patient with Crohn's disease, and reclassification of Eggerthella hongkongensis Lau et al. 2006 as Paraeggerthella hongkongensis gen. nov., comb. nov.	2009	Environmental Microbiology Laboratory, Helmholtz Centre for Infection Research, Inhoffenstr. 7, D-38124 Braunschweig, Germany. dieco.wuerdemann@helmholtz-hzi.de	germany
6731	International journal of systematic and evolutionary microbiology	Amycolatopsis ultiminotia sp. nov., isolated from rhizosphere soil, and emended description of the genus Amycolatopsis.	2009	Department of Science Education, Cheju National University, Jeju 690-756, Republic of Korea. sdlee@cheju.ac.kr	south korea
6732	International journal of systematic and evolutionary microbiology	Dyella marensis sp. nov., isolated from cliff soil.	2009	Department of Science Education, Cheju National University, Jeju 690-756, Republic of Korea.	south korea
6733	International journal of systematic and evolutionary microbiology	Arcobacter mytili sp. nov., an indoxyl acetate-hydrolysis-negative bacterium isolated from mussels.	2009	Unitat de Microbiologia, Departament de Ciències Mèdiques Bàsiques, Facultat de Medicina i Ciències de la Salut, IISPV, Universitat Rovira i Virgili, Sant Llorenç 21, 43201 Reus, Spain.	spain
6734	International journal of systematic and evolutionary microbiology	Planomicrobium glaciei sp. nov., a psychrotolerant bacterium isolated from a glacier.	2009	China General Microbiological Culture Collection Center and State Key Laboratory of Microbial Resources, Institute of Microbiology, Chinese Academy of Sciences, Beijing 100101, PR China.	china
6735	International journal of systematic and evolutionary microbiology	Saccharospirillum salsuginis sp. nov., a gammaproteobacterium from a subterranean brine.	2009	Yunnan Institute of Microbiology, Yunnan University, Kunming, Yunnan 650091, PR China.	china
