Phylum,Genus
Proteobacteria,Haematospirillum
Proteobacteria,Haemophilus
Proteobacteria,Haererehalobacter
Proteobacteria,Hafnia
Proteobacteria,Hahella
Proteobacteria,Haliangium
Proteobacteria,Haliea
Proteobacteria,Halioglobus
Proteobacteria,Halioxenophilus
Proteobacteria,Halobacteriovorax
Proteobacteria,Halochromatium
Proteobacteria,Halocynthiibacter
Proteobacteria,Halodesulfovibrio
Proteobacteria,Halodurantibacterium
Proteobacteria,Halofilum
Proteobacteria,Halomonas
Proteobacteria,Halopeptonella
Proteobacteria,Halophibacterium
Proteobacteria,Halorhodospira
Proteobacteria,Halospina
Proteobacteria,Halotalea
Proteobacteria,Halothiobacillus
Proteobacteria,Halovibrio
Proteobacteria,Halovulum
Proteobacteria,Halyseomicrobium
Proteobacteria,Halyseosphaera
Proteobacteria,Hamiltonella
Proteobacteria,Hankyongella
Proteobacteria,Hansschlegelia
Proteobacteria,Hartigia
Proteobacteria,Hartmannibacter
Proteobacteria,Hasllibacter
Proteobacteria,Helicobacter
Proteobacteria,Hellea
Proteobacteria,Hemipteriphilus
Proteobacteria,Henriciella
Proteobacteria,Hepatincola
Proteobacteria,Hepatobacter
Proteobacteria,Hephaestia
Proteobacteria,Herbaspirillum
Proteobacteria,Herminiimonas
Proteobacteria,Hippea
Proteobacteria,Hirschia
Proteobacteria,Histophilus
Proteobacteria,Hoaglandella
Proteobacteria,Hodgkinia
Proteobacteria,Hoeflea
Proteobacteria,Holospora
Proteobacteria,Huaishuia
Proteobacteria,Humitalea
Proteobacteria,Hwanghaeicola
Proteobacteria,Hyalangium
Proteobacteria,Hydrocarboniphaga
Proteobacteria,Hydrogenimonas
Proteobacteria,Hydrogenophaga
Proteobacteria,Hydrogenophilus
Proteobacteria,Hydrogenovibrio
Proteobacteria,Hydromonas
Proteobacteria,Hylemonella
Proteobacteria,Hyphobacterium
Proteobacteria,Hyphococcus
Proteobacteria,Hyphomicrobium
Proteobacteria,Hyphomonas
Proteobacteria,Ideonella
Proteobacteria,Idiomarina
Proteobacteria,Ignatzschineria
Proteobacteria,Imhoffiella
Proteobacteria,Immundisolibacter
Proteobacteria,Imtechium
Proteobacteria,Indioceanicola
Proteobacteria,Inhella
Proteobacteria,Inmirania
Proteobacteria,Inquilinus
Proteobacteria,Insolitispirillum
Proteobacteria,Intestinusbacter
Proteobacteria,Iodidimonas
Proteobacteria,Iodobacter
Proteobacteria,Ishikawaella
Proteobacteria,Isobeggiatoa
Proteobacteria,Isochromatium
Proteobacteria,Izhakiella
Proteobacteria,Jahnella
Proteobacteria,Jannaschia
Proteobacteria,Janthinobacterium
Proteobacteria,Jeongeupia
Proteobacteria,Jhaorihella
Proteobacteria,Jidaibacter
Proteobacteria,Jiella
Proteobacteria,Jindonia
Proteobacteria,Kaistia
Proteobacteria,Kandeliimicrobium
Proteobacteria,Kangiella
Proteobacteria,Kentron
Proteobacteria,Kerstersia
Proteobacteria,Ketobacter
Proteobacteria,Ketogulonicigenium
Proteobacteria,Ketogulonigenium
Proteobacteria,Kiloniella
Proteobacteria,Kinetoplastibacterium
Proteobacteria,Kingella
Proteobacteria,Kinneretia
Proteobacteria,Kistimonas
Proteobacteria,Klebsiella
Proteobacteria,Kleidoceria
Proteobacteria,Kluyvera
Proteobacteria,Kofleria
Proteobacteria,Komagataeibacter
Proteobacteria,Kopriimonas
Proteobacteria,Kordiimonas
Proteobacteria,Kosakonia
Proteobacteria,Kotejella
Proteobacteria,Koukoulia
Proteobacteria,Kozakia
Proteobacteria,Kushneria
Proteobacteria,Labilithrix
Proteobacteria,Labrenzia
Proteobacteria,Labrys
Proteobacteria,Lacibacterium
Proteobacteria,Lacimicrobium
Proteobacteria,Lacimonas
Proteobacteria,Lamprobacter
Proteobacteria,Lamprocystis
Proteobacteria,Lampropedia
Proteobacteria,Laribacter
Proteobacteria,Lariskella
Proteobacteria,Larsenia
Proteobacteria,Larsenimonas
Proteobacteria,Lautropia
Proteobacteria,Lawsonia
Proteobacteria,Leahibacter
Proteobacteria,Lebetimonas
Proteobacteria,Leclercia
Proteobacteria,Leeia
Proteobacteria,Legionella
Proteobacteria,Leisingera
Proteobacteria,Lelliottia
Proteobacteria,Leminorella
Proteobacteria,Lentibacter
Proteobacteria,Lentilitoribacter
Proteobacteria,Leptothrix
Proteobacteria,Leucothrix
Proteobacteria,Liberibacter
Proteobacteria,Limibacillus
Proteobacteria,Limibaculum
Proteobacteria,Limimaricola
Proteobacteria,Limimonas
Proteobacteria,Limnobacter
Proteobacteria,Limnobaculum
Proteobacteria,Limnohabitans
Proteobacteria,Litoreibacter
Proteobacteria,Litoribacillus
Proteobacteria,Litoribrevibacter
Proteobacteria,Litoricola
Proteobacteria,Litorilituus
Proteobacteria,Litorimicrobium
Proteobacteria,Litorimonas
Proteobacteria,Litorisediminicola
Proteobacteria,Litorisediminivivens
Proteobacteria,Litorivita
Proteobacteria,Litorivivens
Proteobacteria,Loktanella
Proteobacteria,Lonepinella
Proteobacteria,Lonsdalea
Proteobacteria,Luminiphilus
Proteobacteria,Luteibacter
Proteobacteria,Luteimonas
Proteobacteria,Lutibacterium
Proteobacteria,Lutibaculum
Proteobacteria,Lutimaribacter
Proteobacteria,Lysobacter
Proteobacteria,Lyticum
Proteobacteria,Mabikibacter
Proteobacteria,Macromonas
Proteobacteria,Macropleicola
Proteobacteria,Magnetananas
Proteobacteria,Magnetococcus
Proteobacteria,Magnetofaba
Proteobacteria,Magnetoglobus
Proteobacteria,Magnetomorum
Proteobacteria,Magnetospira
Proteobacteria,Magnetospirillum
Proteobacteria,Magnetovibrio
Proteobacteria,Mailhella
Proteobacteria,Malikia
Proteobacteria,Maliponia
Proteobacteria,Malonomonas
Proteobacteria,Mameliella
Proteobacteria,Mangrovibacter
Proteobacteria,Mangrovicella
Proteobacteria,Mangrovicoccus
Proteobacteria,Mangrovitalea
Proteobacteria,Mannheimia
Proteobacteria,Margalefia
Proteobacteria,Maribaculum
Proteobacteria,Maribeggiatoa
Proteobacteria,Maribius
Proteobacteria,Maricaulis
Proteobacteria,Marichromatium
Proteobacteria,Maricoccus
Proteobacteria,Maricurvus
Proteobacteria,Marimicrobium
Proteobacteria,Marimonas
Proteobacteria,Marinagarivorans
Proteobacteria,Marinibacterium
Proteobacteria,Marinibactrum
Proteobacteria,Marinibaculum
Proteobacteria,Marinicauda
Proteobacteria,Marinicaulis
Proteobacteria,Marinicella
Proteobacteria,Marinimicrobium
Proteobacteria,Marinobacter
Proteobacteria,Marinobacterium
Proteobacteria,Marinomonas
Proteobacteria,Marinospirillum
Proteobacteria,Marinosulfonomonas
Proteobacteria,Marinovum
Proteobacteria,Mariprofundus
Proteobacteria,Marispirillum
Proteobacteria,Maritalea
Proteobacteria,Marithioploca
Proteobacteria,Marithrix
Proteobacteria,Maritimibacter
Proteobacteria,Marivibrio
Proteobacteria,Marivita
Proteobacteria,Marivivens
Proteobacteria,Martelella
Proteobacteria,Massilia
Proteobacteria,Megaira
Proteobacteria,Meganema
Proteobacteria,Melaminivora
Proteobacteria,Melitea
Proteobacteria,Melittangium
Proteobacteria,Mesocricetibacter
Proteobacteria,Mesophilobacter
Proteobacteria,Mesorhizobium
Proteobacteria,Mesosutterella
Proteobacteria,Metakosakonia
Proteobacteria,Metallibacterium
Proteobacteria,Metalliresistens
Proteobacteria,Methylarcula
Proteobacteria,Methylibium
Proteobacteria,Methylobacillus
Proteobacteria,Methylobacter
Proteobacteria,Methylobacterium
Proteobacteria,Methylobrevis
Proteobacteria,Methylocaldum
Proteobacteria,Methylocapsa
Proteobacteria,Methyloceanibacter
Proteobacteria,Methylocella
Proteobacteria,Methylococcus
Proteobacteria,Methylocucumis
Proteobacteria,Methylocystis
Proteobacteria,Methyloferula
Proteobacteria,Methylogaea
Proteobacteria,Methyloglobulus
Proteobacteria,Methylohalobius
Proteobacteria,Methylohalomonas
Proteobacteria,Methyloligella
Proteobacteria,Methylomagnum
Proteobacteria,Methylomarinovum
Proteobacteria,Methylomarinum
Proteobacteria,Methylomicrobium
Proteobacteria,Methylomonas
Proteobacteria,Methylonatrum
Proteobacteria,Methyloparacoccus
Proteobacteria,Methylophaga
Proteobacteria,Methylophilus
Proteobacteria,Methylopila
Proteobacteria,Methyloprofundus
Proteobacteria,Methylopumilus
Proteobacteria,Methylorhabdus
Proteobacteria,Methylorosula
Proteobacteria,Methylosarcina
Proteobacteria,Methylosinus
Proteobacteria,Methylosoma
Proteobacteria,Methylosphaera
Proteobacteria,Methylospira
Proteobacteria,Methylosporovibrio
Proteobacteria,Methylosulfonomonas
Proteobacteria,Methylotenera
Proteobacteria,Methyloterricola
Proteobacteria,Methyloterrigena
Proteobacteria,Methylothermus
Proteobacteria,Methyloversatilis
Proteobacteria,Methylovirgula
Proteobacteria,Methylovorus
Proteobacteria,Methylovulum
Proteobacteria,Micavibrio
Proteobacteria,Microbaculum
Proteobacteria,Microbulbifer
Proteobacteria,Micropelagos
Proteobacteria,Micropepsis
Proteobacteria,Microvirga
Proteobacteria,Microvirgula
Proteobacteria,Midichloria
Proteobacteria,Mikella
Proteobacteria,Minicystis
Proteobacteria,Minwuia
Proteobacteria,Mitsuaria
Proteobacteria,Mizugakiibacter
Proteobacteria,Modicisalibacter
Proteobacteria,Moellerella
Proteobacteria,Monaibacterium
Proteobacteria,Mongoliimonas
Proteobacteria,Monilibacter
Proteobacteria,Moranella
Proteobacteria,Moraxella
Proteobacteria,Morganella
Proteobacteria,Moritella
Proteobacteria,Morococcus
Proteobacteria,Motilimonas
Proteobacteria,Motiliproteus
Proteobacteria,Muribacter
Proteobacteria,Muricoccus
Proteobacteria,Mycoavidus
Proteobacteria,Mycoplana
Proteobacteria,Myxobacter
Proteobacteria,Myxococcus
Proteobacteria,Nannocystis
Proteobacteria,Nardonella
Proteobacteria,Nasuia
Proteobacteria,Natronocella
Proteobacteria,Natronohydrobacter
Proteobacteria,Natronospira
Proteobacteria,Nautella
Proteobacteria,Nautilia
Proteobacteria,Navis
Proteobacteria,Naxibacter
Proteobacteria,Nebulobacter
Proteobacteria,Necropsobacter
Proteobacteria,Neiella
Proteobacteria,Neisseria
Proteobacteria,Neoasaia
Proteobacteria,Neoehrlichia
Proteobacteria,Neokomagataea
Proteobacteria,Neomegalonema
Proteobacteria,Neorhizobium
Proteobacteria,Neorickettsia
Proteobacteria,Neptunicella
Proteobacteria,Neptunicoccus
Proteobacteria,Neptuniibacter
Proteobacteria,Neptunomonas
Proteobacteria,Nereida
Proteobacteria,Nesiotobacter
Proteobacteria,Nevskia
Proteobacteria,Nguyenibacter
Proteobacteria,Nicoletella
Proteobacteria,Nicolleia
Proteobacteria,Nioella
Proteobacteria,Nisaea
Proteobacteria,Nissabacter
Proteobacteria,Nitratifractor
Proteobacteria,Nitratireductor
Proteobacteria,Nitratiruptor
Proteobacteria,Nitrincola
Proteobacteria,Nitrobacter
Proteobacteria,Nitrobacteria
Proteobacteria,Nitrococcus
Proteobacteria,Nitropelagi
Proteobacteria,Nitrosococcus
Proteobacteria,Nitrosoglobus
Proteobacteria,Nitrosomonas
Proteobacteria,Nitrosospira
Proteobacteria,Nitrosovibrio
Proteobacteria,Nitrospirillum
Proteobacteria,Nitrotoga
Proteobacteria,Niveibacterium
Proteobacteria,Niveispirillum
Proteobacteria,Nonhongiella
Proteobacteria,Nordella
Proteobacteria,Notoacmeibacter
Proteobacteria,Noviherbaspirillum
Proteobacteria,Novimethylophilus
Proteobacteria,Novispirillum
Proteobacteria,Novosphingobium
Proteobacteria,Nucleicultrix
Proteobacteria,Obesumbacterium
Proteobacteria,Oblitimonas
Proteobacteria,Occidentia
Proteobacteria,Oceanibacterium
Proteobacteria,Oceanibaculum
Proteobacteria,Oceanibulbus
Proteobacteria,Oceanicaulis
Proteobacteria,Oceanicella
Proteobacteria,Oceanicoccus
Proteobacteria,Oceanicola
Proteobacteria,Oceaniglobus
Proteobacteria,Oceanimonas
Proteobacteria,Oceaniovalibus
Proteobacteria,Oceaniserpentilla
Proteobacteria,Oceanisphaera
Proteobacteria,Oceanobacter
Proteobacteria,Oceanobacterium
Proteobacteria,Oceanococcus
Proteobacteria,Oceanomonas
Proteobacteria,Oceanospirillum
Proteobacteria,Oceanrickettsia
Proteobacteria,Ochrobactrum
Proteobacteria,Octadecabacter
Proteobacteria,Odyssella
Proteobacteria,Oharaeibacter
Proteobacteria,Oleiagrimonas
Proteobacteria,Oleibacter
Proteobacteria,Oleiphilus
Proteobacteria,Oleispira
Proteobacteria,Oleomonas
Proteobacteria,Oligella
Proteobacteria,Oligoflexus
Proteobacteria,Oligotropha
Proteobacteria,Orbus
Proteobacteria,Oricola
Proteobacteria,Orientia
Proteobacteria,Orrella
Proteobacteria,Oryzisolibacter
Proteobacteria,Oryzomicrobium
Proteobacteria,Otariodibacter
Proteobacteria,Ottowia
Proteobacteria,Ovatusbacter
Proteobacteria,Oxalicibacterium
Proteobacteria,Oxalobacter
Proteobacteria,Pacificamonas
Proteobacteria,Pacificibacter
Proteobacteria,Pacificimonas
Proteobacteria,Paenalcaligenes
Proteobacteria,Paenirhodobacter
Proteobacteria,Paenochrobactrum
Proteobacteria,Pajaroellobacter
Proteobacteria,Palleronia
Proteobacteria,Paludibacterium
Proteobacteria,Panacagrimonas
Proteobacteria,Pandoraea
Proteobacteria,Pannonibacter
Proteobacteria,Pantoea
Proteobacteria,Parabeggiatoa
Proteobacteria,Parablastomonas
Proteobacteria,Paraburkholderia
Proteobacteria,Paracaedibacter
Proteobacteria,Paracaedimonas
Proteobacteria,Paracandidimonas
Proteobacteria,Paracoccus
Proteobacteria,Paracraurococcus
Proteobacteria,Paradevosia
Proteobacteria,Paradonghicola
Proteobacteria,Paraferrimonas
Proteobacteria,Paraglaciecola
Proteobacteria,Parahaliea
Proteobacteria,Paraherbaspirillum
Proteobacteria,Paraholospora
Proteobacteria,Paralcaligenes
Proteobacteria,Paramesorhizobium
Proteobacteria,Paramoritella
Proteobacteria,Paraperlucidibaca
Proteobacteria,Paraphaeobacter
Proteobacteria,Paraphotobacterium
Proteobacteria,Parapusillimonas
Proteobacteria,Pararheinheimera
Proteobacteria,Pararhizobium
Proteobacteria,Pararhodobacter
Proteobacteria,Pararhodospirillum
Proteobacteria,Parasaccharibacter
Proteobacteria,Parasphingopyxis
Proteobacteria,Parasutterella
Proteobacteria,Parendozoicomonas
Proteobacteria,Parvibaculum
Proteobacteria,Parvibium
Proteobacteria,Parvularcula
Proteobacteria,Pasteurella
Proteobacteria,Paucibacter
Proteobacteria,Paucimonas
Proteobacteria,Pectobacterium
Proteobacteria,Pedomicrobium
Proteobacteria,Pelagibaca
Proteobacteria,Pelagibacter
Proteobacteria,Pelagibacterium
Proteobacteria,Pelagibius
Proteobacteria,Pelagicola
Proteobacteria,Pelagimonas
Proteobacteria,Pelagitalea
Proteobacteria,Pelagivirga
Proteobacteria,Pelistega
Proteobacteria,Pelobacter
Proteobacteria,Pelocola
Proteobacteria,Pelomonas
Proteobacteria,Peredibacter
Proteobacteria,Perlucidibaca
Proteobacteria,Permianibacter
Proteobacteria,Perspicuibacter
Proteobacteria,Petrobacter
Proteobacteria,Phaeobacter
Proteobacteria,Phaeobacterium
Proteobacteria,Phaeochromatium
Proteobacteria,Phaeomarinobacter
Proteobacteria,Phaeospirillum
Proteobacteria,Phaeovibrio
Proteobacteria,Phaselicystis
Proteobacteria,Phaseolibacter
Proteobacteria,Phenylobacterium
Proteobacteria,Phlomobacter
Proteobacteria,Phocoenobacter
Proteobacteria,Photobacterium
Proteobacteria,Photococcus
Proteobacteria,Photodesmus
Proteobacteria,Photorhabdus
Proteobacteria,Photorhizobium
Proteobacteria,Phreatobacter
Proteobacteria,Phycorickettsia
Proteobacteria,Phycosocius
Proteobacteria,Phyllobacterium
Proteobacteria,Phytobacter
Proteobacteria,Piezobacter
Proteobacteria,Pigmentiphaga
Proteobacteria,Pinisolibacter
Proteobacteria,Piscinibacter
Proteobacteria,Piscinibacterium
Proteobacteria,Piscirickettsia
Proteobacteria,Pistricoccus
Proteobacteria,Planctobacterium
Proteobacteria,Planktomarina
Proteobacteria,Planktotalea
Proteobacteria,Plasticicumulans
Proteobacteria,Plastorhodobacter
Proteobacteria,Pleionea
Proteobacteria,Pleomorphobacterium
Proteobacteria,Pleomorphomonas
Proteobacteria,Plesiocystis
Proteobacteria,Plesiomonas
Proteobacteria,Pluralibacter
Proteobacteria,Polaromonas
Proteobacteria,Polyangium
Proteobacteria,Polycyclovorans
Proteobacteria,Polymorphobacter
Proteobacteria,Polymorphum
Proteobacteria,Polynucleobacter
Proteobacteria,Polyprosthecobacterium
Proteobacteria,Pontibaca
Proteobacteria,Pontibacterium
Proteobacteria,Ponticaulis
Proteobacteria,Ponticoccus
Proteobacteria,Pontivivens
Proteobacteria,Porphyrobacter
Proteobacteria,Porticoccus
Proteobacteria,Portiera
Proteobacteria,Poseidonocella
Proteobacteria,Povalibacter
Proteobacteria,Pragia
Proteobacteria,Primorskyibacter
Proteobacteria,Procabacter
Proteobacteria,Profftella
Proteobacteria,Profftia
Proteobacteria,Profundibacterium
Proteobacteria,Profundimonas
Proteobacteria,Prolinoborus
Proteobacteria,Propionivibrio
Proteobacteria,Prosthecomicrobium
Proteobacteria,Protaminobacter
Proteobacteria,Proteinimicrobium
Proteobacteria,Proteus
Proteobacteria,Protistobacter
Proteobacteria,Providencia
Proteobacteria,Pseudacidovorax
Proteobacteria,Pseudaeromonas
Proteobacteria,Pseudaestuariivita
Proteobacteria,Pseudahrensia
Proteobacteria,Pseudaminobacter
Proteobacteria,Pseudenhygromyxa
Proteobacteria,Pseudescherichia
Proteobacteria,Pseudidiomarina
Proteobacteria,Pseudoalteromonas
Proteobacteria,Pseudobacteriovorax
Proteobacteria,Pseudobowmanella
Proteobacteria,Pseudochelatococcus
Proteobacteria,Pseudochrobactrum
Proteobacteria,Pseudocitrobacter
Proteobacteria,Pseudodesulfovibrio
Proteobacteria,Pseudodonghicola
Proteobacteria,Pseudoduganella
Proteobacteria,Pseudofulvimonas
Proteobacteria,Pseudogulbenkiania
Proteobacteria,Pseudohaliea
Proteobacteria,Pseudohalocynthiibacter
Proteobacteria,Pseudohoeflea
Proteobacteria,Pseudohongiella
Proteobacteria,Pseudolabrys
Proteobacteria,Pseudomaribius
Proteobacteria,Pseudomaricurvus
Proteobacteria,Pseudomarivita
Proteobacteria,Pseudomonas
Proteobacteria,Pseudooceanicola
Proteobacteria,Pseudooctadecabacter
Proteobacteria,Pseudopelagicola
Proteobacteria,Pseudophaeobacter
Proteobacteria,Pseudopontivivens
Proteobacteria,Pseudorhizobium
Proteobacteria,Pseudorhodobacter
Proteobacteria,Pseudorhodoferax
Proteobacteria,Pseudorhodoplanes
Proteobacteria,Pseudoroseicyclus
Proteobacteria,Pseudoroseobacter
Proteobacteria,Pseudoroseovarius
Proteobacteria,Pseudoruegeria
Proteobacteria,Pseudoseohaeicola
Proteobacteria,Pseudospirillum
Proteobacteria,Pseudoteredinibacter
Proteobacteria,Pseudovibrio
Proteobacteria,Pseudoxanthobacter
Proteobacteria,Pseudoxanthomonas
Proteobacteria,Psychrobacter
Proteobacteria,Psychrobium
Proteobacteria,Psychroglaciecola
Proteobacteria,Psychromarinibacter
Proteobacteria,Psychromonas
Proteobacteria,Psychrosphaera
Proteobacteria,Puchtella
Proteobacteria,Puniceibacterium
Proteobacteria,Puniceispirillum
Proteobacteria,Purcelliella
Proteobacteria,Pusillimonas
Proteobacteria,Pyruvatibacter
Proteobacteria,Pyxidicoccus
Proteobacteria,Qingshengfania
Proteobacteria,Qipengyuania
Proteobacteria,Quadricoccus
Proteobacteria,Quatrionicoccus
Proteobacteria,Quisquiliibacterium
Proteobacteria,Racemicystis
Proteobacteria,Rahnella
Proteobacteria,Ralstonia
Proteobacteria,Ramlibacter
Proteobacteria,Raoultella
Proteobacteria,Rappaport
Proteobacteria,Regiella
Proteobacteria,Rehaibacterium
Proteobacteria,Reichenowia
Proteobacteria,Reinekea
Proteobacteria,Reyranella
Proteobacteria,Rhabdochromatium
Proteobacteria,Rheinheimera
Proteobacteria,Rhizobacter
Proteobacteria,Rhizobium
Proteobacteria,Rhizomicrobium
Proteobacteria,Rhizorhabdus
Proteobacteria,Rhizorhapis
Proteobacteria,Rhodanobacter
Proteobacteria,Rhodobaca
Proteobacteria,Rhodobacter
Proteobacteria,Rhodobaculum
Proteobacteria,Rhodobium
Proteobacteria,Rhodoblastus
Proteobacteria,Rhodocista
Proteobacteria,Rhodocyclus
Proteobacteria,Rhodoferax
Proteobacteria,Rhodoligotrophos
Proteobacteria,Rhodomicrobium
Proteobacteria,Rhodopila
Proteobacteria,Rhodoplanes
Proteobacteria,Rhodopseudomonas
Proteobacteria,Rhodosalinus
Proteobacteria,Rhodospira
Proteobacteria,Rhodospirillum
Proteobacteria,Rhodothalassium
Proteobacteria,Rhodovarius
Proteobacteria,Rhodovastum
Proteobacteria,Rhodovibrio
Proteobacteria,Rhodovulum
Proteobacteria,Rickettsia
Proteobacteria,Rickettsiella
Proteobacteria,Riegeria
Proteobacteria,Riesia
Proteobacteria,Rivibacter
Proteobacteria,Rivicola
Proteobacteria,Robbsia
Proteobacteria,Robiginitomaculum
Proteobacteria,Robiginosimarina
Proteobacteria,Rodentibacter
Proteobacteria,Rohrkolberia
Proteobacteria,Roseateles
Proteobacteria,Roseiarcus
Proteobacteria,Roseibaca
Proteobacteria,Roseibacterium
Proteobacteria,Roseibacula
Proteobacteria,Roseibium
Proteobacteria,Roseicitreum
Proteobacteria,Roseicyclus
Proteobacteria,Roseinatronobacter
Proteobacteria,Roseisalinus
Proteobacteria,Roseitalea
Proteobacteria,Roseivivax
Proteobacteria,Rosenbergiella
Proteobacteria,Rosenkranzia
Proteobacteria,Roseobacter
Proteobacteria,Roseococcus
Proteobacteria,Roseomonas
Proteobacteria,Roseospira
Proteobacteria,Roseospirillum
Proteobacteria,Roseovarius
Proteobacteria,Rouxiella
Proteobacteria,Rubellimicrobium
Proteobacteria,Rubribacterium
Proteobacteria,Rubricella
Proteobacteria,Rubrimonas
Proteobacteria,Rubritepida
Proteobacteria,Rubrivivax
Proteobacteria,Rudaea
Proteobacteria,Ruegeria
Proteobacteria,Rugamonas
Proteobacteria,Rugosibacter
Proteobacteria,Ruminobacter
Proteobacteria,Ruthia
Proteobacteria,Saccharedens
Proteobacteria,Saccharibacter
Proteobacteria,Saccharophagus
Proteobacteria,Saccharospirillum
Proteobacteria,Sagittula
Proteobacteria,Salicola
Proteobacteria,Salinarimonas
Proteobacteria,Salinicola
Proteobacteria,Salinihabitans
Proteobacteria,Salinimonas
Proteobacteria,Salinisphaera
Proteobacteria,Salinispirillum
Proteobacteria,Salinivibrio
Proteobacteria,Salinovum
Proteobacteria,Salipiger
Proteobacteria,Salmonella
Proteobacteria,Salsuginimonas
Proteobacteria,Samsonia
Proteobacteria,Sandaracinobacter
Proteobacteria,Sandaracinus
Proteobacteria,Sandarakinorhabdus
Proteobacteria,Sansalvadorimonas
Proteobacteria,Schineria
Proteobacteria,Schlegelella
Proteobacteria,Schmidhempelia
Proteobacteria,Schneideria
Proteobacteria,Sedimenticola
Proteobacteria,Sedimentitalea
Proteobacteria,Sediminicoccus
Proteobacteria,Sediminimonas
Proteobacteria,Seliberia
Proteobacteria,Seminibacterium
Proteobacteria,Seohaeicola
Proteobacteria,Serratia
Proteobacteria,Shewanella
Proteobacteria,Shigella
Proteobacteria,Shimia
Proteobacteria,Shimwellia
Proteobacteria,Shinella
Proteobacteria,Siccibacter
Proteobacteria,Siccirubricoccus
Proteobacteria,Sideroxydans
Proteobacteria,Silanimonas
Proteobacteria,Silicibacter
Proteobacteria,Silicimonas
Proteobacteria,Silvanigrella
Proteobacteria,Silvimonas
Proteobacteria,Simiduia
Proteobacteria,Simonsiella
Proteobacteria,Simplicispira
Proteobacteria,Simulacricoccus
Proteobacteria,Singularimonas
Proteobacteria,Sinimarinibacterium
Proteobacteria,Sinobacter
Proteobacteria,Sinobacterium
Proteobacteria,Sinorhizobium
Proteobacteria,Sinorhodobacter
Proteobacteria,Sinorickettsia
Proteobacteria,Skermanella
Proteobacteria,Smithella
Proteobacteria,Sneathiella
Proteobacteria,Snodgrassella
Proteobacteria,Sodalis
Proteobacteria,Solimicrobium
Proteobacteria,Solimonas
Proteobacteria,Solomonas
Proteobacteria,Sorangium
Proteobacteria,Sphaeronema
Proteobacteria,Sphaerotilus
Proteobacteria,Sphingoaurantiacus
Proteobacteria,Sphingobium
Proteobacteria,Sphingomicrobium
Proteobacteria,Sphingomonas
Proteobacteria,Sphingopyxis
Proteobacteria,Sphingorhabdus
Proteobacteria,Sphingosinicella
Proteobacteria,Spiribacter
Proteobacteria,Spirillum
Proteobacteria,Spirobacillus
Proteobacteria,Spongiibacter
Proteobacteria,Spongiispira
Proteobacteria,Spongiobacter
Proteobacteria,Stakelama
Proteobacteria,Stammerula
Proteobacteria,Stappia
Proteobacteria,Starkeya
Proteobacteria,Steffania
Proteobacteria,Stella
Proteobacteria,Stenotrophomonas
Proteobacteria,Stenoxybacter
Proteobacteria,Steroidobacter
Proteobacteria,Sterolibacterium
Proteobacteria,Stigmatella
Proteobacteria,Subaequorebacter
Proteobacteria,Succinatimonas
Proteobacteria,Succinimonas
Proteobacteria,Succinivibrio
Proteobacteria,Sulfitobacter
Proteobacteria,Sulfuricaulis
Proteobacteria,Sulfuricella
Proteobacteria,Sulfuricurvum
Proteobacteria,Sulfuriferula
Proteobacteria,Sulfuriflexus
Proteobacteria,Sulfurifustis
Proteobacteria,Sulfurimonas
Proteobacteria,Sulfurirhabdus
Proteobacteria,Sulfurisoma
Proteobacteria,Sulfuritalea
Proteobacteria,Sulfuritortus
Proteobacteria,Sulfurivermis
Proteobacteria,Sulfurivirga
Proteobacteria,Sulfurospirillum
Proteobacteria,Sulfurovum
Proteobacteria,Sutterella
Proteobacteria,Suttonella
Proteobacteria,Swaminathania
Proteobacteria,Swingsia
Proteobacteria,Symbiobacter
Proteobacteria,Symbiotes
Proteobacteria,Syntrophobacter
Proteobacteria,Syntrophorhabdus
Proteobacteria,Syntrophus
Proteobacteria,Tabrizicola
Proteobacteria,Tachikawaea
Proteobacteria,Tagaea
Proteobacteria,Tahibacter
Proteobacteria,Tamilnaduibacter
Proteobacteria,Tanticharoenia
Proteobacteria,Taonella
Proteobacteria,Tardibacter
Proteobacteria,Tardiphaga
Proteobacteria,Tateyamaria
Proteobacteria,Tatlockia
Proteobacteria,Tatumella
Proteobacteria,Taylorella
Proteobacteria,Teichococcus
Proteobacteria,Telluria
Proteobacteria,Telmatospirillum
Proteobacteria,Temperatibacter
Proteobacteria,Tenderia
Proteobacteria,Tepidamorphus
Proteobacteria,Tepidicaulis
Proteobacteria,Tepidicella
Proteobacteria,Tepidimonas
Proteobacteria,Tepidiphilus
Proteobacteria,Terasakiella
Proteobacteria,Terasakiispira
Proteobacteria,Teredinibacter
Proteobacteria,Terrahaemophilus
Proteobacteria,Testudinibacter
Proteobacteria,Tetracoccus
Proteobacteria,Tetrathiobacter
Proteobacteria,Thalassobacter
Proteobacteria,Thalassobaculum
Proteobacteria,Thalassobium
Proteobacteria,Thalassobius
Proteobacteria,Thalassococcus
Proteobacteria,Thalassocola
Proteobacteria,Thalassolituus
Proteobacteria,Thalassomonas
Proteobacteria,Thalassospira
Proteobacteria,Thalassotalea
Proteobacteria,Thauera
Proteobacteria,Thaumasiovibrio
Proteobacteria,Thermithiobacillus
Proteobacteria,Thermochromatium
Proteobacteria,Thermodesulforhabdus
Proteobacteria,Thermomonas
Proteobacteria,Thermopetrobacter
Proteobacteria,Thermothrix
Proteobacteria,Thermovum
Proteobacteria,Thialkalivibrio
Proteobacteria,Thioalbus
